1	article_id	title	source_id	source
49	acm857625	Adaptive information visualization based on the user's multiple viewpoints-interactive 3D visualization of the WWW	acm857188	Proceedings of the 1997 IEEE Symposium on Information Visualization (InfoVis '97) 
50	acm857626	A spreadsheet approach to information visualization	acm857188	Proceedings of the 1997 IEEE Symposium on Information Visualization (InfoVis '97) 
51	acm857627	H3: laying out large directed graphs in 3D hyperbolic space	acm857188	Proceedings of the 1997 IEEE Symposium on Information Visualization (InfoVis '97) 
52	acm857630	Metrics for effective information visualization	acm857188	Proceedings of the 1997 IEEE Symposium on Information Visualization (InfoVis '97) 
53	acm857631	Multidimensional detective	acm857188	Proceedings of the 1997 IEEE Symposium on Information Visualization (InfoVis '97) 
54	acm857632	The structure of the information visualization design space	acm857188	Proceedings of the 1997 IEEE Symposium on Information Visualization (InfoVis '97) 
55	acm857638	Coordinating declarative queries with a direct manipulation data exploration environment	acm857188	Proceedings of the 1997 IEEE Symposium on Information Visualization (InfoVis '97) 
56	acm857639	Design and Evaluation of Incremental Data Structures and Algorithms for Dynamic Query Interfaces	acm857188	Proceedings of the 1997 IEEE Symposium on Information Visualization (InfoVis '97) 
57	acm857640	Research Report: Volume Rendering for Relational Data	acm857188	Proceedings of the 1997 IEEE Symposium on Information Visualization (InfoVis '97) 
58	acm857641	Domesticating Bead: adapting an information visualization system to a financial institution	acm857188	Proceedings of the 1997 IEEE Symposium on Information Visualization (InfoVis '97) 
59	acm857642	On Integrating Visualization Techniques for Effective Software Exploration	acm857188	Proceedings of the 1997 IEEE Symposium on Information Visualization (InfoVis '97) 
60	acm857643	Cacti: a front end for program visualization	acm857188	Proceedings of the 1997 IEEE Symposium on Information Visualization (InfoVis '97) 
61	acm857644	Managing Software with New Visual Representations	acm857188	Proceedings of the 1997 IEEE Symposium on Information Visualization (InfoVis '97) 
62	acm857645	Managing multiple focal levels in Table Lens	acm857188	Proceedings of the 1997 IEEE Symposium on Information Visualization (InfoVis '97) 
63	acm857646	Nonlinear Magnification Fields	acm857188	Proceedings of the 1997 IEEE Symposium on Information Visualization (InfoVis '97) 
64	acm857655	Evaluating a Visualization of Image Similarity as a Tool for Image Browsing	acm857189	Proceedings of the 1999 IEEE Symposium on Information Visualization 
65	acm857656	Does Animation Help Users Build Mental Maps of Spatial Information?	acm857189	Proceedings of the 1999 IEEE Symposium on Information Visualization 
66	acm857657	Domain Analysis: A Technique to Design a User-Centered Visualization Framework	acm857189	Proceedings of the 1999 IEEE Symposium on Information Visualization 
67	acm857659	A Framework for Focus+Context Visualization	acm857189	Proceedings of the 1999 IEEE Symposium on Information Visualization 
68	acm857660	D Interactive Visualization for Inter-Cell Dependencies of Spreadsheets	acm857189	Proceedings of the 1999 IEEE Symposium on Information Visualization 
69	acm857661	Dynamic Hierarchy Specification and Visualization	acm857189	Proceedings of the 1999 IEEE Symposium on Information Visualization 
70	acm857662	Navigating Hierarchies with Structure-Based Brushes	acm857189	Proceedings of the 1999 IEEE Symposium on Information Visualization 
71	acm857663	Cushion Treemaps: Visualization of Hierarchical Information	acm857189	Proceedings of the 1999 IEEE Symposium on Information Visualization 
72	acm857665	Cluster and Calendar Based Visualization of Time Series Data	acm857189	Proceedings of the 1999 IEEE Symposium on Information Visualization 
73	acm857666	Sensemaking of Evolving Web Sites Using Visualization Spreadsheets	acm857189	Proceedings of the 1999 IEEE Symposium on Information Visualization 
74	acm857667	Visualizing Application Behavior on Superscalar Processors	acm857189	Proceedings of the 1999 IEEE Symposium on Information Visualization 
75	acm857668	Constellation: A Visualization Tool for Linguistic Queries from MindNet	acm857189	Proceedings of the 1999 IEEE Symposium on Information Visualization 
76	acm857669	The Automated Multidimensional Detective	acm857189	Proceedings of the 1999 IEEE Symposium on Information Visualization 
77	acm857670	Visualizing Association Rules for Text Mining	acm857189	Proceedings of the 1999 IEEE Symposium on Information Visualization 
78	acm857671	A Java-Based Visual Mining Infrastructure and Applications	acm857189	Proceedings of the 1999 IEEE Symposium on Information Visualization 
79	acm857672	The Sunflower Visual Metaphor a New Paradigm for Dimensional Compression	acm857189	Proceedings of the 1999 IEEE Symposium on Information Visualization
80	acm857673	Aggregate Towers: Scale Sensitive Visualization and Decluttering of Geospatial Data	acm857189	Proceedings of the 1999 IEEE Symposium on Information Visualization 
81	acm857674	Efficient Multi-Object Dynamic Query Histograms	acm857189	Proceedings of the 1999 IEEE Symposium on Information Visualization 
82	acm857675	VisageWeb: Visualizing WWW Data in Visage	acm857189	Proceedings of the 1999 IEEE Symposium on Information Visualization 
83	acm857679	Collaborative Geographic Visualization: Enabling Shared Understanding of Environmental Processes	acm857190	Proceedings of the IEEE Symposium on Information Vizualization 2000 
84	acm857680	ThemeRiver: Visualizing Theme Changes over Time	acm857190	Proceedings of the IEEE Symposium on Information Vizualization 2000 
85	acm857681	New Methods for the Visualization of Electric Power System Information	acm857190	Proceedings of the IEEE Symposium on Information Vizualization 2000 
86	acm857682	Lighthouse: Showing the Way to Relevant Information	acm857190	Proceedings of the IEEE Symposium on Information Vizualization 2000 
87	acm857683	Focus+Context Display and Navigation Techniques for Enhancing Radial Space-Filling Hierarchy Visualizations	acm857190	Proceedings of the IEEE Symposium on Information Vizualization 2000
88	acm857684	Density Functions for Visual Attributes and Effective Partitioning in Graph Visualization	acm857190	Proceedings of the IEEE Symposium on Information Vizualization 2000 
89	acm857685	Visualizing Massive Multi-Digraphs	acm857190	Proceedings of the IEEE Symposium on Information Vizualization 2000 
90	acm857686	Polaris: A System for Query Analysis and Visualization of Multi-Dimensional Relational Databases	acm857190	Proceedings of the IEEE Symposium on Information Vizualization 2000 
91	acm857687	Getting Portals to Behave	acm857190	Proceedings of the IEEE Symposium on Information Vizualization 2000 
92	acm857688	A Scalable Framework for Information Visualization	acm857190	Proceedings of the IEEE Symposium on Information Vizualization 2000 
93	acm857689	GADGET/IV: A Taxonomic Approach to Semi-Automatic Design of Information Visualization Applications Using Modular Visualization Environment	acm857190	Proceedings of the IEEE Symposium on Information Vizualization 2000 
94	acm857690	Information Content Measures of Visual Displays	acm857190	Proceedings of the IEEE Symposium on Information Vizualization 2000 
95	acm857691	A Taxonomy of Visualization Techniques Using the Data State Reference Model	acm857190	Proceedings of the IEEE Symposium on Information Vizualization 2000 
96	acm857692	From Metaphor to Method: Cartographic Perspectives on Information Visualization	acm857190	Proceedings of the IEEE Symposium on Information Vizualization 2000 
97	acm857693	Visualizing Sequential Patterns for Text Mining	acm857190	Proceedings of the IEEE Symposium on Information Vizualization 2000 
98	acm857694	Redefining the Focus and Context of Focus+Context Visualizations	acm857190	Proceedings of the IEEE Symposium on Information Vizualization 2000 
99	acm857697	Metaphor-Aware 3D Navigation	acm857190	Proceedings of the IEEE Symposium on Information Vizualization 2000 
100	acm857698	Interactive Problem Solving via Algorithm Visualization	acm857190	Proceedings of the IEEE Symposium on Information Vizualization 2000 
101	acm857699	Using Visualization to Detect Plagiarism in Computer Science Classes	acm857190	Proceedings of the IEEE Symposium on Information Vizualization 2000 
102	acm857700	Creativity Complexity and Precision: Information Visualization for (Landscape) Architecture	acm857190	Proceedings of the IEEE Symposium on Information Vizualization 2000 
103	acm857702	Graphic Data Display for Cardiovascular System Case Study	acm580582	Proceedings of the IEEE Symposium on Information Visualization 2001 (INFOVIS'01) 
104	acm857703	Case Study: Design and Assessment of an Enhanced Geographic Information System for Exploration of Multivariate Health Statistics	acm580582	Proceedings of the IEEE Symposium on Information Visualization 2001 (INFOVIS'01) 
105	acm857704	Effective Graph Visualization Via Node Grouping	acm580582	Proceedings of the IEEE Symposium on Information Visualization 2001 (INFOVIS'01) 
106	acm857705	Animated Exploration of Dynamic Graphs with Radial Layout	acm580582	Proceedings of the IEEE Symposium on Information Visualization 2001 (INFOVIS'01) 
107	acm857706	Graph Sketches	acm580582	Proceedings of the IEEE Symposium on Information Visualization 2001 (INFOVIS'01) 
108	acm857707	Visualization of State Transition Graphs	acm580582	Proceedings of the IEEE Symposium on Information Visualization 2001 (INFOVIS'01) 
109	acm857708	Collapsible Cylindrical Trees: A Fast Hierarchical Navigation Technique	acm580582	Proceedings of the IEEE Symposium on Information Visualization 2001 (INFOVIS'01) 
110	acm857709	Botanical Visualization of Huge Hierarchies	acm580582	Proceedings of the IEEE Symposium on Information Visualization 2001 (INFOVIS'01) 
111	acm857710	Ordered Treemap Layouts	acm580582	Proceedings of the IEEE Symposium on Information Visualization 2001 (INFOVIS'01) 
112	acm857711	D vs 3D: Implications on Spatial Memory	acm580582	Proceedings of the IEEE Symposium on Information Visualization 2001 (INFOVIS'01) 
113	acm857712	A Comparison of 2-D Visualizations of Hierarchies	acm580582	Proceedings of the IEEE Symposium on Information Visualization 2001 (INFOVIS'01) 
114	acm857713	An Empirical Comparison of Three Commercial Information Visualization Systems	acm580582	Proceedings of the IEEE Symposium on Information Visualization 2001 (INFOVIS'01) 
115	acm857714	Case Study: E-Commerce Clickstream Visualization	acm580582	Proceedings of the IEEE Symposium on Information Visualization 2001 (INFOVIS'01) 
116	acm857715	Case Study: Visualization for Decision Tree Analysis in Data Mining	acm580582	Proceedings of the IEEE Symposium on Information Visualization 2001 (INFOVIS'01) 
117	acm857716	Technical Note: Visually Encoding Program Test Information to Find Faults in Software	acm580582	Proceedings of the IEEE Symposium on Information Visualization 2001 (INFOVIS'01) 
118	acm857717	Getting Along: Composition of Visualization Paradigms	acm580582	Proceedings of the IEEE Symposium on Information Visualization 2001 (INFOVIS'01) 
119	acm857719	Visualizing Time-Series on Spirals	acm580582	Proceedings of the IEEE Symposium on Information Visualization 2001 (INFOVIS'01) 
120	acm857720	Cluster Stability and the Use of Noise in Interpretation of Clustering	acm580582	Proceedings of the IEEE Symposium on Information Visualization 2001 (INFOVIS'01) 
121	acm857721	Change Blindness in Information Visualization: A Case Study	acm580582	Proceedings of the IEEE Symposium on Information Visualization 2001 (INFOVIS'01) 
122	acm857724	Semantic Depth of Field	acm580582	Proceedings of the IEEE Symposium on Information Visualization 2001 (INFOVIS'01) 
123	acm857725	Interactive Visualization of Multiple Query Results	acm580582	Proceedings of the IEEE Symposium on Information Visualization 2001 (INFOVIS'01) 
124	acm857726	Pixel Bar Charts: A New Technique for Visualizing Large Multi-Attribute Data Sets without Aggregation	acm580582	Proceedings of the IEEE Symposium on Information Visualization 2001 (INFOVIS'01) 
125	acm857729	Process Visualization with Levels of Detail	acm857191	Proceedings of the IEEE Symposium on Information Visualization (InfoVis'02) 
126	acm857731	Case Study: Visualizing Sets of Evolutionary Trees	acm857191	Proceedings of the IEEE Symposium on Information Visualization (InfoVis'02) 
127	acm857732	Interactive Information Visualization of a Million Items	acm857191	Proceedings of the IEEE Symposium on Information Visualization (InfoVis'02) 
128	acm857733	Arc Diagrams: Visualizing Structure in Strings	acm857191	Proceedings of the IEEE Symposium on Information Visualization (InfoVis'02) 
129	acm857734	Visualizing Biosequence Data Using Texture Mapping	acm857191	Proceedings of the IEEE Symposium on Information Visualization (InfoVis'02) 
130	acm857735	Building a Visual Database for Example-based Graphics Generation	acm857191	Proceedings of the IEEE Symposium on Information Visualization (InfoVis'02) 
131	acm857736	Multiscale Visualization Using Data Cubes "InfoVis 2002 Best Paper"	acm857191	Proceedings of the IEEE Symposium on Information Visualization (InfoVis'02) 
132	acm857737	Visualization Schemas for Flexible Information Visualization	acm857191	Proceedings of the IEEE Symposium on Information Visualization (InfoVis'02) 
133	acm857738	A Hybrid Layout Algorithm for Sub-Quadratic Multidimensional Scaling	acm857191	Proceedings of the IEEE Symposium on Information Visualization (InfoVis'02) 
134	acm857739	ACE: A Fast Multiscale Eigenvectors Computation for Drawing Huge Graphs	acm857191	Proceedings of the IEEE Symposium on Information Visualization (InfoVis'02) 
135	acm857740	Visual Unrolling of Network Evolution and the Analysis of Dynamic Discourse	acm857191	Proceedings of the IEEE Symposium on Information Visualization (InfoVis'02) 
136	acm857741	Multiple Foci Drill-Down through Tuple and Attribute Aggregation Polyarchies in Tabular Data	acm857191	Proceedings of the IEEE Symposium on Information Visualization (InfoVis'02) 
137	acm857742	Angular Brushing of Extended Parallel Coordinates	acm857191	Proceedings of the IEEE Symposium on Information Visualization (InfoVis'02) 
138	acm857746	Visual Path Analysis	acm857191	Proceedings of the IEEE Symposium on Information Visualization (InfoVis'02) 
139	acm857747	Demystifying Venture Capital Investing	acm857191	Proceedings of the IEEE Symposium on Information Visualization (InfoVis'02) 
140	acm857748	A Space-Optimized Tree Visualization	acm857191	Proceedings of the IEEE Symposium on Information Visualization (InfoVis'02) 
141	acm857749	InterRing: An Interactive Tool for Visually Navigating and Manipulating Hierarchical Structures	acm857191	Proceedings of the IEEE Symposium on Information Visualization (InfoVis'02) 
142	acm857750	Beamtrees: Compact Visualization of Large Hierarchies	acm857191	Proceedings of the IEEE Symposium on Information Visualization (InfoVis'02) 
143	acm857751	Graphical Encoding for Information Visualization: An Empirical Study	acm857191	Proceedings of the IEEE Symposium on Information Visualization (InfoVis'02) 
144	acm857752	SpaceTree: Supporting Exploration in Large Node Link Tree	acm857191	Proceedings of the IEEE Symposium on Information Visualization (InfoVis'02) 
145	acm857753	The Illusion of Perceived Metric 3D Structure	acm857191	Proceedings of the IEEE Symposium on Information Visualization (InfoVis'02) 
146	acm857754	Visualizing Data with Bounded Uncertainty	acm857191	Proceedings of the IEEE Symposium on Information Visualization (InfoVis'02) 
147	acm857755	Efficient Cartogram Generation: A Comparison	acm857191	Proceedings of the IEEE Symposium on Information Visualization (InfoVis'02) 
148	acm104428	Self-organized formation of topologically correct feature maps	acm65669	Neurocomputing foundations of research
149	acm108361	Task-analytic approach to the automated design of graphic presentations	acm108360	ACM Transactions on Graphics (TOG): Volume 10 
150	acm108870	The perspective wall: detail and context smoothly integrated	acm108844	Conference on Human Factors in Computing Systems: Proceedings of the SIGCHI conference on Human factors in computing systems Reaching through technology
151	acm108883	Cone Trees: animated 3D visualizations of hierarchical information	acm108844	Conference on Human Factors in Computing Systems: Proceedings of the SIGCHI conference on Human factors in computing systems Reaching through technology
152	acm115768	Tree visualization with tree-maps: 2-d space-filling approach	acm102377	ACM Transactions on Graphics (TOG): Volume 11 
153	acm120788	Interactive graph layout	acm120782	Symposium on User Interface Software and Technology: Proceedings of the 4th annual ACM symposium on User interface software and technology
154	acm122758	A coherent projection approach for direct volume rendering	acm122718	International Conference on Computer Graphics and Interactive Techniques: Proceedings of the 18th annual conference on Computer graphics and interactive techniques: ACM SIGGRAPH Computer Graphics: Volume 25 
155	acm122873	To see or not to see- is That the query?	acm122860	Annual ACM Conference on Research and Development in Information Retrieval: Proceedings of the 14th annual international ACM SIGIR conference on Research and development in information retrieval
156	acm122984	Screen management in hypertext systems with rubber sheet layouts	acm122974	Conference on Hypertext and Hypermedia: Proceedings of the third annual ACM conference on Hypertext
157	acm130299	DOODLE: a visual language for object-oriented databases	acm130283	International Conference on Management of Data and Symposium on Principles of Database Systems: Proceedings of the 1992 ACM SIGMOD international conference on Management of data: ACM SIGMOD Record: Volume 21 
158	acm133215	Bead: explorations in information visualization	acm133160	Annual ACM Conference on Research and Development in Information Retrieval: Proceedings of the 15th annual international ACM SIGIR conference on Research and development in information retrieval
159	acm133216	The dynamic HomeFinder: evaluating dynamic queries in a real-estate information exploration system	acm133160	Annual ACM Conference on Research and Development in Information Retrieval: Proceedings of the 15th annual international ACM SIGIR conference on Research and development in information retrieval
160	acm133261	Optimal linear labelings and eigenvalues of graphs	acm133257	Discrete Applied Mathematics: Volume 36 
161	acm134093	A collision-based model of spiral phyllotaxis	acm133994	International Conference on Computer Graphics and Interactive Techniques: Proceedings of the 19th annual conference on Computer graphics and interactive techniques: ACM SIGGRAPH Computer Graphics: Volume 26 
162	acm142751	Edit wear and read wear	acm142750	Conference on Human Factors in Computing Systems: Proceedings of the SIGCHI conference on Human factors in computing systems
163	acm142780	The art of search: a study of art directors	acm142750	Conference on Human Factors in Computing Systems: Proceedings of the SIGCHI conference on Human factors in computing systems
164	acm142817	Value bars: an information visualization and navigation tool for multi-attribute listings	acm142750	Conference on Human Factors in Computing Systems: Proceedings of the SIGCHI conference on Human factors in computing systems
165	acm142913	An empirical study of multiple-view software development	acm142868	Software Engineering Symposium on Practical Software Development Environments: Proceedings of the fifth ACM SIGSOFT symposium on Software development environments: ACM SIGSOFT Software Engineering Notes: Volume 17 
166	acm143054	Dynamic queries for information exploration: an implementation and evaluation	acm142750	Conference on Human Factors in Computing Systems: Proceedings of the SIGCHI conference on Human factors in computing systems
167	acm146826	Structural analysis of hypertexts: identifying hierarchies and useful metrics	acm146802	ACM Transactions on Information Systems (TOIS): Volume 10 
168	acm147206	Visualizing hyperbolic space: unusual uses of 4x4 matrices	acm147156	Symposium on Interactive 3D Graphics: Proceedings of the 1992 symposium on Interactive 3D graphics
169	acm148286	Numerical recipes in C (2nd ed.): the art of scientific computing	null	ISBN: 0-521-43108-5
170	acm153577	Information visualization using 3D interactive animation	acm255950	Communications of the ACM: Volume 36 
171	acm155359	Evaluating 3D task performance for fish tank virtual worlds	acm159161	ACM Transactions on Information Systems (TOIS): Volume 11 
172	acm160730	Development of a modern OPAC: from REVTOLC to MARIAN	acm160688	Annual ACM Conference on Research and Development in Information Retrieval: Proceedings of the 16th annual international ACM SIGIR conference on Research and development in information retrieval
173	acm162510	On the knowledge underlying multimedia presentations	acm162477	Intelligent multimedia interfaces
174	acm163402	Discovering shared interests using graph analysis	acm163381	Communications of the ACM: Volume 36 
175	acm163535	Visualization of message passing parallel programs with the TOPSYS parallel programming environment	acm163531	Journal of Parallel and Distributed Computing: Volume 18 
176	acm163550	A methodology for building application-specific visualizations of parallel programs	acm163531	Journal of Parallel and Distributed Computing: Volume 18 
177	acm166125	Pad: an alternative approach to the computer interface	acm166117	International Conference on Computer Graphics and Interactive Techniques: Proceedings of the 20th annual conference on Computer graphics and interactive techniques
178	acm166126	Toolglass and magic lenses: the see-through interface	acm166117	International Conference on Computer Graphics and Interactive Techniques: Proceedings of the 20th annual conference on Computer graphics and interactive techniques
179	acm168647	Animation: from cartoons to the user interface	acm168642	Symposium on User Interface Software and Technology: Proceedings of the 6th annual ACM symposium on User interface software and technology
180	acm168650	Stretching the rubber sheet: a metaphor for viewing large layouts on small screens	acm168642	Symposium on User Interface Software and Technology: Proceedings of the 6th annual ACM symposium on User interface software and technology
181	acm168651	Algorithm animation using 3D interactive graphics	acm168642	Symposium on User Interface Software and Technology: Proceedings of the 6th annual ACM symposium on User interface software and technology
182	acm168657	Windows on the world: 2D windows for 3D augmented reality	acm168642	Symposium on User Interface Software and Technology: Proceedings of the 6th annual ACM symposium on User interface software and technology
183	acm168658	A toolset for navigation in virtual environments	acm168642	Symposium on User Interface Software and Technology: Proceedings of the 6th annual ACM symposium on User interface software and technology
184	acm168818	Media-based navigation for hypermedia systems	acm168750	Conference on Hypertext and Hypermedia: Proceedings of the fifth ACM conference on Hypertext
185	acm168823	Exploring large hyperdocuments: fisheye views of nested networks	acm168750	Conference on Hypertext and Hypermedia: Proceedings of the fifth ACM conference on Hypertext
186	acm169209	The cost structure of sensemaking	acm169059	Conference on Human Factors in Computing Systems: Proceedings of the SIGCHI conference on Human factors in computing systems
187	acm169426	The limits of expert performance using hierarchic marking menus	acm169059	Conference on Human Factors in Computing Systems: Proceedings of the SIGCHI conference on Human factors in computing systems
188	acm170095	InfoCrystal: a visual tool for information retrieval &amp; management	acm170088	Conference on Information and Knowledge Management: Proceedings of the second international conference on Information and knowledge management
189	acm172250	A graphical query interface based on aggregation/generalization hierarchies	acm172247	Information Systems: Volume 18 
190	acm180173	A review and taxonomy of distortion-oriented presentation techniques	acm180171	ACM Transactions on Computer-Human Interaction (TOCHI): Volume 1 
191	acm180923	An implicit surface polygonizer	acm180895	Academic Press Graphics Gems Series: Graphics gems IV
192	acm187157	Visualization using timelines	acm186258	International Symposium on Software Testing and Analysis: Proceedings of the 1994 international symposium on Software testing and analysis
193	acm187170	A high performance Interactive Image Spreadsheet (IISS)	acm187156	Computers in Physics: Volume 8 
194	acm188563	LyberWorld-a visualization user interface supporting fulltext retrieval	acm188490	Annual ACM Conference on Research and Development in Information Retrieval: Proceedings of the 17th annual international ACM SIGIR conference on Research and development in information retrieval
195	acm189245	Hypothesis-Driven Constructive Induction in AQ17-HCI: A Method and Experiments	acm189243	Machine Learning: Volume 14 
196	acm191095	Virtual images: interactive visualization of distributed object-oriented systems	acm191080	Conference on Object Oriented Programming Systems Languages and Applications: Proceedings of the ninth annual conference on Object-oriented programming systems
197	acm191676	Designing Workscape: an interdisciplinary experience	acm191666	Conference on Human Factors in Computing Systems: Proceedings of the SIGCHI conference on Human factors in computing systems celebrating interdependence
198	acm191682	Using aggregation and dynamic queries for exploring large data sets	acm191666	Conference on Human Factors in Computing Systems: Proceedings of the SIGCHI conference on Human factors in computing systems celebrating interdependence
199	acm191715	Creating charts by demonstration	acm191666	Conference on Human Factors in Computing Systems: Proceedings of the SIGCHI conference on Human factors in computing systems celebrating interdependence
200	acm191719	Interactive graphic design using automatic presentation knowledge	acm191666	Conference on Human Factors in Computing Systems: Proceedings of the SIGCHI conference on Human factors in computing systems celebrating interdependence
201	acm191774	The movable filter as a user interface tool	acm191666	Conference on Human Factors in Computing Systems: Proceedings of the SIGCHI conference on Human factors in computing systems celebrating interdependence
202	acm191775	Visual information seeking: tight coupling of dynamic query filters with starfield displays	acm191666	Conference on Human Factors in Computing Systems: Proceedings of the SIGCHI conference on Human factors in computing systems celebrating interdependence
203	acm191776	The table lens: merging graphical and symbolic representations in an interactive focus + context visualization for tabular information	acm191666	Conference on Human Factors in Computing Systems: Proceedings of the SIGCHI conference on Human factors in computing systems celebrating interdependence
204	acm191778	Multitrees: enriching and reusing hierarchical structure	acm191666	Conference on Human Factors in Computing Systems: Proceedings of the SIGCHI conference on Human factors in computing systems celebrating interdependence
